,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,PG1,PG2
418,0,0,16,0,0,1,1,1,3,3,1,2,1,1,0,0,1,0,1,1,1,1,1,4,4,4,2,2,4,2,14,14
419,0,0,18,0,0,1,4,4,1,3,3,2,1,2,0,0,0,0,1,1,1,1,0,5,4,3,3,4,2,1,13,14
420,1,1,17,1,1,1,4,3,5,5,3,2,1,2,0,0,1,1,1,1,1,1,1,5,2,3,1,1,2,4,11,11
421,1,0,15,1,1,1,4,4,3,4,3,2,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,4,13,14
422,1,0,16,1,0,1,4,3,1,3,3,2,3,2,0,0,1,0,1,1,1,1,0,5,4,3,1,2,1,2,16,15
423,0,0,17,1,1,1,0,1,5,4,3,1,2,1,0,0,0,0,1,0,1,0,0,2,4,4,3,5,5,5,9,9
424,1,0,18,1,1,1,4,3,5,5,3,2,1,3,0,0,1,0,1,1,1,1,1,4,3,4,1,1,5,2,14,15
425,1,0,17,1,1,1,1,1,4,5,2,2,1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12,12,12
426,1,0,17,1,1,1,2,4,3,3,2,1,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,17,18
427,1,1,16,1,1,1,3,3,3,5,1,2,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,3,0,11,12
428,1,1,15,1,1,1,2,2,5,5,1,2,1,1,0,0,1,0,0,1,1,1,0,4,2,2,1,2,5,8,11,12
429,0,0,16,1,0,1,4,1,5,5,1,2,2,2,0,0,1,0,1,1,1,1,0,1,2,4,2,2,1,8,9,10
430,1,0,17,1,0,1,4,3,2,5,2,1,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,14,12
431,1,1,15,1,1,1,4,4,5,1,2,1,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,4,16,15
432,0,0,17,0,1,1,3,1,4,5,2,2,1,2,0,0,1,0,1,0,1,1,0,4,5,4,2,3,1,10,8,9
433,1,0,16,1,1,1,3,3,5,3,1,2,1,2,0,1,1,0,1,1,1,1,0,4,3,3,2,4,5,4,11,11
434,1,0,16,1,1,1,3,1,3,5,3,2,1,4,0,1,1,0,0,1,1,1,0,4,3,3,1,2,5,0,10,9
435,1,0,16,0,1,1,2,2,3,3,2,2,2,4,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6,13,13
436,1,1,15,1,1,1,2,2,3,3,3,1,1,1,0,1,1,0,0,1,1,1,0,5,4,1,1,1,1,0,9,10
437,0,0,16,0,1,0,2,2,2,5,3,2,1,2,0,0,0,0,0,0,1,0,1,3,3,2,1,1,3,2,8,10
438,1,0,16,1,1,0,2,2,5,5,2,2,1,2,0,1,1,0,0,1,1,1,0,3,3,4,1,1,4,0,13,13
439,1,1,16,1,1,1,4,4,1,1,3,2,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,16,9,9
440,1,1,17,1,0,1,4,3,1,5,3,2,2,2,0,0,0,0,1,1,1,1,0,4,4,4,4,4,4,0,10,11
441,1,1,16,1,1,1,4,4,1,1,3,1,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,6,16,14
442,0,1,15,1,0,0,2,1,3,3,3,2,1,1,0,0,0,0,1,1,1,1,0,4,3,3,1,2,5,11,12,13
443,0,1,15,0,1,1,1,1,5,5,3,2,4,2,0,0,1,0,1,1,1,0,1,5,4,5,2,4,4,8,7,9
444,0,0,19,1,1,1,1,1,4,3,3,2,1,3,1,0,0,0,1,1,0,0,1,5,3,1,1,1,3,6,7,9
445,1,1,18,1,0,1,2,1,4,5,3,2,4,2,0,1,1,0,1,1,1,1,1,4,3,2,4,5,3,2,9,10
446,0,0,18,1,1,0,1,2,4,5,3,2,2,2,2,0,1,0,0,1,1,0,0,4,3,3,1,1,5,2,6,8
447,1,0,17,1,1,1,2,1,3,5,3,2,2,2,0,0,1,0,1,1,1,1,1,4,3,4,2,2,1,10,12,15
448,1,0,17,1,0,0,2,2,5,5,1,2,1,1,1,0,1,0,0,0,0,1,0,3,1,2,1,1,1,8,11,9
449,1,1,16,1,1,1,3,3,4,5,2,0,3,2,1,1,1,0,0,0,1,1,0,5,3,3,1,3,2,4,9,11
450,0,0,16,1,1,1,4,4,1,3,3,2,2,3,0,0,1,0,0,1,1,1,1,5,3,5,1,4,5,1,10,11
451,1,0,18,1,0,1,4,2,1,5,3,2,1,2,0,0,1,0,1,1,1,1,0,4,2,2,1,1,3,0,14,17
452,1,1,18,1,0,1,4,4,1,1,1,2,1,1,0,0,1,0,0,1,1,1,1,1,4,2,2,2,1,0,18,18
453,1,0,16,1,1,1,4,3,2,5,1,2,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,14,14
