,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,PG1,PG2
418,0,0,19,1,1,1,2,3,4,3,3,0,1,1,1,0,0,0,0,1,0,1,1,4,4,4,1,1,2,0,9,9
419,1,1,15,1,0,0,2,1,3,5,3,2,4,1,0,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,12,11
420,1,1,15,1,0,1,2,2,3,2,2,2,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,2,11,12
421,1,0,15,0,1,1,1,1,5,5,2,2,1,2,0,1,1,0,0,0,1,1,1,3,3,4,2,4,5,2,13,11
422,1,1,15,0,1,1,4,3,1,4,3,2,1,2,0,0,1,0,1,1,1,1,1,4,5,2,1,1,5,0,13,14
423,1,0,17,1,0,1,2,2,5,5,3,1,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,2,13,12
424,1,0,16,1,0,1,2,2,4,5,3,2,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,6,13,11
425,1,1,15,1,0,0,3,2,3,5,1,2,1,2,0,0,1,0,0,1,1,1,0,4,2,2,1,1,1,0,15,16
426,0,0,16,0,0,1,2,1,5,5,1,2,1,1,0,0,1,0,0,1,1,1,1,5,4,3,1,1,5,2,10,8
427,1,0,16,1,1,1,2,2,5,5,1,2,1,2,0,0,0,0,0,1,1,1,1,5,4,4,1,1,5,0,12,11
428,1,1,15,1,0,1,1,2,5,5,3,2,2,1,0,0,0,0,1,1,1,0,0,4,4,4,2,4,5,2,8,9
429,1,1,22,1,1,1,3,1,3,3,4,2,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,12,7,8
430,1,0,15,1,1,1,3,2,2,3,1,1,1,2,1,0,1,0,0,1,1,1,0,3,3,2,1,1,3,2,11,11
431,1,0,16,1,1,0,3,3,5,5,3,0,2,1,0,0,1,0,1,0,1,1,1,4,3,2,1,1,5,4,9,9
432,1,1,16,1,1,1,1,2,3,3,4,2,1,1,0,0,1,0,1,1,1,1,1,3,3,3,1,2,3,0,10,9
433,0,0,17,0,1,1,0,0,4,5,3,2,2,1,0,0,1,0,0,1,1,1,0,4,4,3,1,1,5,0,10,11
434,1,0,15,1,1,1,1,2,4,3,3,2,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,0,14,14
435,1,1,16,1,1,1,3,3,3,5,1,2,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,3,0,11,12
436,1,1,15,1,1,1,2,3,5,3,3,1,1,1,0,1,1,0,1,0,1,1,1,3,2,2,1,3,3,0,11,11
437,1,1,17,0,1,1,2,2,3,5,3,2,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,2,11,10
438,0,0,16,1,0,0,2,2,4,5,2,2,2,4,0,0,0,0,1,0,0,0,1,1,2,1,1,1,1,4,10,9
439,1,1,16,0,1,1,4,4,1,1,3,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,2,5,4,8,14,14
440,1,0,18,1,0,0,4,4,2,5,1,2,1,2,0,0,1,1,0,1,1,1,1,4,2,4,1,1,4,0,14,15
441,1,1,17,1,0,1,4,4,5,1,1,1,2,1,0,0,0,0,0,1,1,1,0,4,1,1,2,2,5,0,12,13
442,1,0,17,1,0,1,2,1,5,5,1,1,1,2,0,0,0,0,1,1,1,1,0,4,2,3,2,2,2,2,11,12
443,1,0,19,1,1,1,4,4,1,5,1,0,1,1,1,0,1,0,0,1,1,1,1,3,2,5,4,4,5,5,9,10
444,1,1,18,1,0,1,4,4,1,1,1,2,1,1,0,0,1,0,0,1,1,1,1,1,4,2,2,2,1,0,18,18
445,1,1,17,1,1,1,2,1,5,5,1,2,1,1,0,0,1,0,0,1,1,1,0,5,4,5,1,2,5,22,9,7
446,0,0,17,1,1,1,4,2,5,5,3,2,2,2,0,0,1,0,0,1,1,1,0,4,3,3,1,2,4,0,17,18
447,1,0,16,1,1,1,4,2,2,3,1,1,1,2,0,0,0,0,0,1,1,1,1,4,2,3,1,1,3,0,17,17
448,0,0,16,0,1,1,2,3,5,3,3,2,3,2,0,0,1,0,0,1,1,1,0,4,5,4,1,2,1,2,15,15
449,1,0,17,1,1,0,4,4,5,1,1,2,2,2,0,1,1,0,0,1,1,0,0,4,1,4,1,1,1,2,10,13
450,0,0,18,1,0,0,1,1,4,3,3,2,1,2,0,0,0,0,0,1,1,0,1,5,2,3,1,2,3,2,8,10
451,1,1,16,1,1,1,4,4,3,3,3,2,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,5,0,15,13
452,1,1,18,1,0,1,3,4,3,5,1,2,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,6,16,16
453,1,1,15,1,1,1,4,4,1,2,2,2,1,2,0,0,1,0,1,1,1,0,0,3,2,2,1,1,5,8,15,15
